Unnamed: 0,title,Published_on,News_agency,URL,summary,Country,language,tag,Merged
2570,Mónica Baltodano: “La dictadura de Ortega tiene rasgos más brutales que la de Somoza” - EL PAÍS,"Sat, 17 Feb 2024 04:40:00 GMT",EL PAÍS,https://news.google.com/rss/articles/CBMigwFodHRwczovL2VscGFpcy5jb20vaW50ZXJuYWNpb25hbC8yMDI0LTAyLTE3L21vbmljYS1iYWx0b2Rhbm8tbGEtZGljdGFkdXJhLWRlLW9ydGVnYS10aWVuZS1yYXNnb3MtbWFzLWJydXRhbGVzLXF1ZS1sYS1kZS1zb21vemEuaHRtbNIBkgFodHRwczovL2VscGFpcy5jb20vaW50ZXJuYWNpb25hbC8yMDI0LTAyLTE3L21vbmljYS1iYWx0b2Rhbm8tbGEtZGljdGFkdXJhLWRlLW9ydGVnYS10aWVuZS1yYXNnb3MtbWFzLWJydXRhbGVzLXF1ZS1sYS1kZS1zb21vemEuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5,"Mónica Baltodano: “La dictadura de Ortega tiene rasgos más brutales que la de Somoza”EL PAÍSLa historia no camina para atrás, la guerra desatada por Ortega100% Noticias • Nicaragua",CA,es,World,mónica baltodano dictadura ortega tiene rasgos brutales somoza mónica baltodano dictadura ortega tiene rasgos brutales somoza paísla historia camina atrás guerra desatada ortega100 noticias nicaragua
2571,Un lago poco profundo en Canadá podría indicar el origen de la vida en la Tierra - CNN en Español,"Sat, 17 Feb 2024 15:15:00 GMT",CNN en Español,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vY25uZXNwYW5vbC5jbm4uY29tLzIwMjQvMDIvMTcvbGFnby1jYW5hZGEtb3JpZ2VuLXRpZXJyYS10cmF4L9IBSWh0dHBzOi8vY25uZXNwYW5vbC5jbm4uY29tLzIwMjQvMDIvMTcvbGFnby1jYW5hZGEtb3JpZ2VuLXRpZXJyYS10cmF4L2FtcC8?oc=5,Un lago poco profundo en Canadá podría indicar el origen de la vida en la TierraCNN en Español,CA,es,Nation,profundo canadá podría indicar origen tierra español profundo canadá podría indicar origen tierracnn español
2572,"Canadá: qué es la ""trampa de la población"" a la que se enfrenta y cómo puede afectar a quienes planean migrar al país - BBC.com","Tue, 06 Feb 2024 08:00:00 GMT",BBC.com,https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LmJiYy5jb20vbXVuZG8vYXJ0aWNsZXMvY2QxdmRwcHA4a2pv0gEzaHR0cHM6Ly93d3cuYmJjLmNvbS9tdW5kby9hcnRpY2xlcy9jZDF2ZHBwcDhram8uYW1w?oc=5,"Canadá: qué es la ""trampa de la población"" a la que se enfrenta y cómo puede afectar a quienes planean migrar al paísBBC.com",CA,es,Nation,canadá trampa población enfrenta puede afectar quienes planean migrar bbccom canadá trampa población enfrenta puede afectar quienes planean migrar paísbbccom
2573,Luisana Lopilato y Michael Bublé conocieron a Meghan Markle y al príncipe Harry en un evento caritativo … - Revista GENTE,"Sun, 18 Feb 2024 20:24:57 GMT",Revista GENTE,https://news.google.com/rss/articles/CBMinwFodHRwczovL3d3dy5yZXZpc3RhZ2VudGUuY29tL2VudHJldGVuaW1pZW50by9sdWlzYW5hLWxvcGlsYXRvLXktbWljaGFlbC1idWJsZS1jb25vY2llcm9uLWEtbWVnaGFuLW1hcmtsZS15LWFsLXByaW5jaXBlLWhhcnJ5LWVuLXVuLWV2ZW50by1jYXJpdGF0aXZvLWVuLWNhbmFkYS_SAaMBaHR0cHM6Ly93d3cucmV2aXN0YWdlbnRlLmNvbS9lbnRyZXRlbmltaWVudG8vbHVpc2FuYS1sb3BpbGF0by15LW1pY2hhZWwtYnVibGUtY29ub2NpZXJvbi1hLW1lZ2hhbi1tYXJrbGUteS1hbC1wcmluY2lwZS1oYXJyeS1lbi11bi1ldmVudG8tY2FyaXRhdGl2by1lbi1jYW5hZGEvYW1wLw?oc=5,Luisana Lopilato y Michael Bublé conocieron a Meghan Markle y al príncipe Harry en un evento caritativo …Revista GENTE,CA,es,Nation,luisana lopilato michael bublé conocieron meghan markle príncipe harry evento caritativo revista gente luisana lopilato michael bublé conocieron meghan markle príncipe harry evento caritativo …revista gente
2574,CANADÁ busca LATINOS para 82 PROFESIONES: PASO A PASO Y REQUISITOS para pedir la VISA LABORAL - El Cronista,"Tue, 09 Jan 2024 08:00:00 GMT",El Cronista,https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5jcm9uaXN0YS5jb20vY2xhc2UvYnJlYWsvY2FuYWRhLWJ1c2NhLWxhdGlub3MtcGFyYS04Mi1wcm9mZXNpb25lcy1wYXNvLWEtcGFzby15LXJlcXVpc2l0b3MtcGFyYS1wZWRpci1sYS12aXNhLWxhYm9yYWwv0gGCAWh0dHBzOi8vd3d3LmNyb25pc3RhLmNvbS9jbGFzZS9icmVhay9jYW5hZGEtYnVzY2EtbGF0aW5vcy1wYXJhLTgyLXByb2Zlc2lvbmVzLXBhc28tYS1wYXNvLXktcmVxdWlzaXRvcy1wYXJhLXBlZGlyLWxhLXZpc2EtbGFib3JhbC8?oc=5,CANADÁ busca LATINOS para 82 PROFESIONES: PASO A PASO Y REQUISITOS para pedir la VISA LABORALEl Cronista,CA,es,Nation,canadá busca latino profesiones requisitos pedir laboral cronista canadá busca latino profesiones requisitos pedir laboralel cronista
2575,Estados Unidos elimina en penales a Canadá de la Copa Oro 2023 - Telemundo,"Sun, 09 Jul 2023 07:00:00 GMT",Telemundo,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnRlbGVtdW5kby5jb20vZGVwb3J0ZXMvZnV0Ym9sLXVzYS9lc3RhZG9zLXVuaWRvcy1lbGltaW5hLWVuLXBlbmFsZXMtYS1jYW5hZGEtZGUtbGEtY29wYS1vcm8tMjAyMy1yY25hOTMzNDfSAQA?oc=5,Estados Unidos elimina en penales a Canadá de la Copa Oro 2023Telemundo,CA,es,Nation,estados unidos elimina penales canadá telemundo estados unidos elimina penales canadá 2023telemundo
2576,CANADÁ CONSIGUE TRES OROS EN EL CANOTAJE VELOCIDAD - Panam Sports,"Fri, 03 Nov 2023 07:00:00 GMT",Panam Sports,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnBhbmFtc3BvcnRzLm9yZy9ub3RpY2lhcy1kZXBvcnRpdmFzL2NhbmFkYS1jb25zaWd1ZS10cmVzLW9yb3MtZW4tZWwtY2Fub3RhamUtdmVsb2NpZGFkL9IBAA?oc=5,CANADÁ CONSIGUE TRES OROS EN EL CANOTAJE VELOCIDADPanam Sports,CA,es,Nation,canadá consigue canotaje velocidad panam sport canadá consigue canotaje velocidadpanam sport
2577,OPS y Canadá unen esfuerzos para revertir la tendencia decreciente de la inmunización contra enfermedades prevenibles por vacunas en Haití - PAHO,"Wed, 18 Oct 2023 07:00:00 GMT",PAHO,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnBhaG8ub3JnL2VzL25vdGljaWFzLzE4LTEwLTIwMjMtb3BzLWNhbmFkYS11bmVuLWVzZnVlcnpvcy1wYXJhLXJldmVydGlyLXRlbmRlbmNpYS1kZWNyZWNpZW50ZS1pbm11bml6YWNpb27SAQA?oc=5,OPS y Canadá unen esfuerzos para revertir la tendencia decreciente de la inmunización contra enfermedades prevenibles por vacunas en HaitíPAHO,CA,es,Nation,canadá esfuerzos revertir tendencia decreciente inmunización contra enfermedades prevenibles vacunas haití canadá esfuerzos revertir tendencia decreciente inmunización contra enfermedades prevenibles vacunas haitípaho
2578,¿Cómo han llegado Canadá e India a la peor crisis diplomática de su historia? - FRANCE 24 Español,"Sun, 24 Sep 2023 07:00:00 GMT",FRANCE 24 Español,https://news.google.com/rss/articles/CBMikwFodHRwczovL3d3dy5mcmFuY2UyNC5jb20vZXMvZWUtdXUteS1jYW5hZCVDMyVBMS8yMDIzMDkyMy1jJUMzJUIzbW8taGFuLWxsZWdhZG8tY2FuYWQlQzMlQTEtZS1pbmRpYS1hLWxhLXBlb3ItY3Jpc2lzLWRpcGxvbSVDMyVBMXRpY2EtZGUtc3UtaGlzdG9yaWHSAQA?oc=5,¿Cómo han llegado Canadá e India a la peor crisis diplomática de su historia?FRANCE 24 Español,CA,es,Nation,¿cómo llegado canadá india crisis diplomática historia france español ¿cómo llegado canadá india crisis diplomática historiafrance español
2579,¿Sueña con trabajar en Canadá? Hay 15 vacantes bien pagas para colombianos - El Tiempo,"Sun, 18 Feb 2024 22:23:37 GMT",El Tiempo,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5lbHRpZW1wby5jb20vbXVuZG8vZWV1dS15LWNhbmFkYS9vZmVydGFzLWRlLXRyYWJham8tZW4tY2FuYWRhLTE1LXZhY2FudGVzLWJpZW4tcGFnYXMtYS1sYXMtcXVlLXNlLXB1ZWRlLXBvc3R1bGFyLTg1NjE2NNIBhwFodHRwczovL3d3dy5lbHRpZW1wby5jb20vYW1wL211bmRvL2VldXUteS1jYW5hZGEvb2ZlcnRhcy1kZS10cmFiYWpvLWVuLWNhbmFkYS0xNS12YWNhbnRlcy1iaWVuLXBhZ2FzLWEtbGFzLXF1ZS1zZS1wdWVkZS1wb3N0dWxhci04NTYxNjQ?oc=5,¿Sueña con trabajar en Canadá? Hay 15 vacantes bien pagas para colombianosEl Tiempo,CA,es,Nation,¿sueña trabajar canadá vacantes pagas colombianos tiempo ¿sueña trabajar canadá vacantes pagas colombianosel tiempo
2580,"Emigrar: Canadá paga u$s 8200 a los argentinos que quieran estudiar en el país, ¿cómo aplicar? - El Cronista","Thu, 15 Feb 2024 15:05:19 GMT",El Cronista,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmNyb25pc3RhLmNvbS9jbGFzZS9icmVhay9lbWlncmFyLWNhbmFkYS1wYWdhLXVzLTgyMDAtYS1sb3MtYXJnZW50aW5vcy1xdWUtcXVpZXJhbi1lc3R1ZGlhci1lbi1lbC1wYWlzLWNvbW8tYXBsaWNhci_SAX9odHRwczovL3d3dy5jcm9uaXN0YS5jb20vY2xhc2UvYnJlYWsvZW1pZ3Jhci1jYW5hZGEtcGFnYS11cy04MjAwLWEtbG9zLWFyZ2VudGlub3MtcXVlLXF1aWVyYW4tZXN0dWRpYXItZW4tZWwtcGFpcy1jb21vLWFwbGljYXIv?oc=5,"Emigrar: Canadá paga u$s 8200 a los argentinos que quieran estudiar en el país, ¿cómo aplicar?El Cronista",CA,es,Nation,emigrar canadá argentinos quieran estudiar ¿cómo aplicar cronista emigrar canadá argentinos quieran estudiar ¿cómo aplicarel cronista
2581,"Canciller chino niega que Canadá sea un ""rival"" - LA NACION","Sun, 18 Feb 2024 06:30:00 GMT",LA NACION,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmxhbmFjaW9uLmNvbS5hci9hZ2VuY2lhcy9jYW5jaWxsZXItY2hpbm8tbmllZ2EtcXVlLWNhbmFkYS1zZWEtdW4tcXVvdHJpdmFscXVvdC1uaWQxODAyMjAyNC_SAQA?oc=5,"Canciller chino niega que Canadá sea un ""rival""LA NACION",CA,es,Nation,canciller chino niega canadá rival nacion canciller chino niega canadá rivalla nacion
2582,Cruzber cruza el charco y desembarca en los mercados de Estados Unidos y Canadá con la marca Cruz - TodoMountainBike,"Sat, 17 Feb 2024 12:18:25 GMT",TodoMountainBike,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnRvZG9tb3VudGFpbmJpa2UubmV0L2VxdWlwYW1pZW50by9jcnV6YmVyLWNydXphLWNoYXJjby1kZXNlbWJhcmNhLW1lcmNhZG9zLWVzdGFkb3MtdW5pZG9zLWNhbmFkYS1tYXJjYS1jcnV60gEA?oc=5,Cruzber cruza el charco y desembarca en los mercados de Estados Unidos y Canadá con la marca CruzTodoMountainBike,CA,es,Nation,cruzber cruza charco desembarca mercados estados unidos canadá marca todomountainbike cruzber cruza charco desembarca mercados estados unidos canadá marca cruztodomountainbike
2583,EMIGRAR | ¿Cómo entrar a Canadá con VISA y con SUELDO de USD 3000 asegurado? - El Cronista - México,"Wed, 14 Feb 2024 16:33:00 GMT",El Cronista - México,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmNyb25pc3RhLmNvbS9tZXhpY28vYWN0dWFsaWRhZC1teC9lbWlncmFyLWNvbW8tZW50cmFyLWEtY2FuYWRhLWNvbi12aXNhLXktY29uLXN1ZWxkby1kZS11c2QtMzAwMC1hc2VndXJhZG8v0gF3aHR0cHM6Ly93d3cuY3JvbmlzdGEuY29tL21leGljby9hY3R1YWxpZGFkLW14L2VtaWdyYXItY29tby1lbnRyYXItYS1jYW5hZGEtY29uLXZpc2EteS1jb24tc3VlbGRvLWRlLXVzZC0zMDAwLWFzZWd1cmFkby8?oc=5,"EMIGRAR | ¿Cómo entrar a Canadá con VISA y con SUELDO de USD 3000 asegurado?El Cronista - México¿Te gustaría trabajar en Canadá? Pagan sueldazo de más de 50, 000 pesos al mes en esta vacanteEnséñame de CienciaAnuncia SNE-BCS oportunidades de empleo en Canadá y AlemaniaTribuna de México",CA,es,Nation,emigrar ¿cómo entrar canadá sueldo asegurado cronista méxico emigrar ¿cómo entrar canadá sueldo aseguradoel cronista méxico¿te gustaría trabajar canadá pagan sueldazo peso vacanteenséñame cienciaanuncia snebcs oportunidades empleo canadá alemaniatribuna méxico
2584,"Sequía, viento y altas temperaturas: la ola de incendios “sin precedentes” pone en jaque a Canadá - EL PAÍS","Wed, 07 Jun 2023 07:00:00 GMT",EL PAÍS,https://news.google.com/rss/articles/CBMijgFodHRwczovL2VscGFpcy5jb20vaW50ZXJuYWNpb25hbC8yMDIzLTA2LTA3L3NlcXVpYS12aWVudG8teS1hbHRhcy10ZW1wZXJhdHVyYXMtbGEtb2xhLWRlLWluY2VuZGlvcy1zaW4tcHJlY2VkZW50ZXMtcG9uZS1lbi1qYXF1ZS1hLWNhbmFkYS5odG1s0gEA?oc=5,"Sequía, viento y altas temperaturas: la ola de incendios “sin precedentes” pone en jaque a CanadáEL PAÍS",CA,es,Nation,sequía viento altas temperaturas incendios precedentes jaque canadá sequía viento altas temperaturas incendios precedentes jaque canadáel
2585,Por qué Canadá emitió advertencia para sus ciudadanos con respecto a viajar a Colombia - Portafolio,"Sun, 18 Feb 2024 20:50:00 GMT",Portafolio,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnBvcnRhZm9saW8uY28vaW50ZXJuYWNpb25hbC9jYW5hZGEtZW1pdGlvLWFkdmVydGVuY2lhLXBhcmEtc3VzLW5hY2lvbmFsZXMtcXVlLXZpYWphbi1kZXN0aW5vLWEtY29sb21iaWEtNTk4NjA00gF-aHR0cHM6Ly93d3cucG9ydGFmb2xpby5jby9hbXAvaW50ZXJuYWNpb25hbC9jYW5hZGEtZW1pdGlvLWFkdmVydGVuY2lhLXBhcmEtc3VzLW5hY2lvbmFsZXMtcXVlLXZpYWphbi1kZXN0aW5vLWEtY29sb21iaWEtNTk4NjA0?oc=5,Por qué Canadá emitió advertencia para sus ciudadanos con respecto a viajar a ColombiaPortafolioCanadá lanza fuerte advertencia a sus ciudadanos si viajan a ColombiaEl País Cali,CA,es,Nation,canadá emitió advertencia ciudadanos respecto viajar colombia portafolio canadá emitió advertencia ciudadanos respecto viajar colombiaportafoliocanadá lanza fuerte advertencia ciudadanos viajan colombiael
2586,Las 4 mejores universidades para estudiar en Canadá y los requisitos para aplicar - Caracol Radio,"Tue, 14 Nov 2023 08:00:00 GMT",Caracol Radio,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vY2FyYWNvbC5jb20uY28vMjAyMy8xMS8xNS9sYXMtNC1tZWpvcmVzLXVuaXZlcnNpZGFkZXMtcGFyYS1lc3R1ZGlhci1lbi1jYW5hZGEteS1sb3MtcmVxdWlzaXRvcy1wYXJhLWFwbGljYXIv0gGDAWh0dHBzOi8vY2FyYWNvbC5jb20uY28vMjAyMy8xMS8xNS9sYXMtNC1tZWpvcmVzLXVuaXZlcnNpZGFkZXMtcGFyYS1lc3R1ZGlhci1lbi1jYW5hZGEteS1sb3MtcmVxdWlzaXRvcy1wYXJhLWFwbGljYXIvP291dHB1dFR5cGU9YW1w?oc=5,Las 4 mejores universidades para estudiar en Canadá y los requisitos para aplicarCaracol Radio,CA,es,Nation,mejores universidades estudiar canadá requisitos aplicar caracol radio mejores universidades estudiar canadá requisitos aplicarcaracol radio
2587,"Baloncesto/Mundial.- Estados Unidos y Canadá, únicas alternativas al dominio europeo en cuartos del Mundobasket 2023 - COPE","Mon, 04 Sep 2023 07:00:00 GMT",COPE,https://news.google.com/rss/articles/CBMirAFodHRwczovL3d3dy5jb3BlLmVzL2RlcG9ydGVzL2JhbG9uY2VzdG8vbm90aWNpYXMvYmFsb25jZXN0by1tdW5kaWFsLS1lc3RhZG9zLXVuaWRvcy1jYW5hZGEtdW5pY2FzLWFsdGVybmF0aXZhcy1kb21pbmlvLWV1cm9wZW8tY3VhcnRvcy1kZWwtbXVuZG9iYXNrZXQtMjAyMy0yMDIzMDkwNF8yODgxMzkz0gGwAWh0dHBzOi8vd3d3LmNvcGUuZXMvZGVwb3J0ZXMvYmFsb25jZXN0by9hbXAvbm90aWNpYXMvYmFsb25jZXN0by1tdW5kaWFsLS1lc3RhZG9zLXVuaWRvcy1jYW5hZGEtdW5pY2FzLWFsdGVybmF0aXZhcy1kb21pbmlvLWV1cm9wZW8tY3VhcnRvcy1kZWwtbXVuZG9iYXNrZXQtMjAyMy0yMDIzMDkwNF8yODgxMzkz?oc=5,"Baloncesto/Mundial.- Estados Unidos y Canadá, únicas alternativas al dominio europeo en cuartos del Mundobasket 2023COPE",CA,es,Nation,baloncestomundial estados unidos canadá únicas alternativas dominio europeo cuartos mundobasket baloncestomundial estados unidos canadá únicas alternativas dominio europeo cuartos mundobasket 2023cope
2588,Ministerios de Turismo de República Dominicana y Canadá estrechan relaciones - Presidencia de la República Dominicana,"Sat, 23 Sep 2023 07:00:00 GMT",Presidencia de la República Dominicana,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vcHJlc2lkZW5jaWEuZ29iLmRvL25vdGljaWFzL21pbmlzdGVyaW9zLWRlLXR1cmlzbW8tZGUtcmVwdWJsaWNhLWRvbWluaWNhbmEteS1jYW5hZGEtZXN0cmVjaGFuLXJlbGFjaW9uZXPSAQA?oc=5,Ministerios de Turismo de República Dominicana y Canadá estrechan relacionesPresidencia de la República Dominicana,CA,es,Nation,ministerios turismo república dominicana canadá estrechan relaciones presidencia república dominicana ministerios turismo república dominicana canadá estrechan relacionespresidencia república dominicana
2589,Federovisky visitó en Canadá la empresa Bell que fabrica los helicópteros para combatir incendios forestales - Argentina.gob.ar Presidencia de la Nación,"Thu, 18 May 2023 07:00:00 GMT",Argentina.gob.ar Presidencia de la Nación,https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LmFyZ2VudGluYS5nb2IuYXIvbm90aWNpYXMvZmVkZXJvdmlza3ktdmlzaXRvLWVuLWNhbmFkYS1sYS1lbXByZXNhLWJlbGwtcXVlLWZhYnJpY2EtbG9zLWhlbGljb3B0ZXJvcy1wYXJhLWNvbWJhdGly0gEA?oc=5,Federovisky visitó en Canadá la empresa Bell que fabrica los helicópteros para combatir incendios forestalesArgentina.gob.ar Presidencia de la Nación,CA,es,Nation,federovisky visitó canadá empresa fabrica helicópteros combatir incendios forestales argentinagobar presidencia nación federovisky visitó canadá empresa fabrica helicópteros combatir incendios forestalesargentinagobar presidencia nación
2590,Canadá le pone las pilas a España - Ideal,"Thu, 17 Aug 2023 07:00:00 GMT",Ideal,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmlkZWFsLmVzL2RlcG9ydGVzL2JhbG9uY2VzdG8vY2FuYWRhLXBvbmUtcGlsYXMtZXNwYW5hLTIwMjMwODE3MjM0MTIwLW50Lmh0bWzSAVxodHRwczovL3d3dy5pZGVhbC5lcy9kZXBvcnRlcy9iYWxvbmNlc3RvL2NhbmFkYS1wb25lLXBpbGFzLWVzcGFuYS0yMDIzMDgxNzIzNDEyMC1udF9hbXAuaHRtbA?oc=5,Canadá le pone las pilas a EspañaIdeal,CA,es,Nation,canadá pilas españa ideal canadá pilas españaideal
2591,"Cumbre UE-Canadá, 23 y 24 de noviembre de 2023 - Consilium.europa.eu","Thu, 23 Nov 2023 08:00:00 GMT",Consilium.europa.eu,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmNvbnNpbGl1bS5ldXJvcGEuZXUvZXMvbWVldGluZ3MvaW50ZXJuYXRpb25hbC1zdW1taXQvMjAyMy8xMS8yMy0yNC_SAQA?oc=5,"Cumbre UE-Canadá, 23 y 24 de noviembre de 2023Consilium.europa.eu",CA,es,Nation,cumbre uecanadá noviembre consiliumeuropaeu cumbre uecanadá noviembre 2023consiliumeuropaeu
2592,"El país soñado que busca argentinos para trabajar, ganar en dólares y no se necesita hablar en inglés - El Cronista","Wed, 16 Aug 2023 07:00:00 GMT",El Cronista,https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5jcm9uaXN0YS5jb20vY2xhc2UvYnJlYWsvZWwtcGFpcy1zb25hZG8tcXVlLWJ1c2NhLWFyZ2VudGlub3MtcGFyYS10cmFiYWphci1nYW5hci1lbi1kb2xhcmVzLXktbm8tc2UtbmVjZXNpdGEtaGFibGFyLWVuLWluZ2xlcy_SAYoBaHR0cHM6Ly93d3cuY3JvbmlzdGEuY29tL2NsYXNlL2JyZWFrL2VsLXBhaXMtc29uYWRvLXF1ZS1idXNjYS1hcmdlbnRpbm9zLXBhcmEtdHJhYmFqYXItZ2FuYXItZW4tZG9sYXJlcy15LW5vLXNlLW5lY2VzaXRhLWhhYmxhci1lbi1pbmdsZXMv?oc=5,"El país soñado que busca argentinos para trabajar, ganar en dólares y no se necesita hablar en inglésEl Cronista",CA,es,Nation,soñado busca argentinos trabajar ganar dólares necesita hablar inglés cronista soñado busca argentinos trabajar ganar dólares necesita hablar inglésel cronista
2593,Verstappen consuma dominio en Canadá - El Economista,"Mon, 19 Jun 2023 07:00:00 GMT",El Economista,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmVsZWNvbm9taXN0YS5jb20ubXgvZGVwb3J0ZXMvVmVyc3RhcHBlbi1jb25zdW1hLWRvbWluaW8tZW4tQ2FuYWRhLTIwMjMwNjE5LTAwMDcuaHRtbNIBZGh0dHBzOi8vd3d3LmVsZWNvbm9taXN0YS5jb20ubXgvYW1wL2RlcG9ydGVzL1ZlcnN0YXBwZW4tY29uc3VtYS1kb21pbmlvLWVuLUNhbmFkYS0yMDIzMDYxOS0wMDA3Lmh0bWw?oc=5,Verstappen consuma dominio en CanadáEl Economista,CA,es,Nation,verstappen consuma dominio canadá economista verstappen consuma dominio canadáel economista
2594,"Canadá-EEUU: fecha, hora y dónde ver la final de Nations League - La Prensa de Honduras","Thu, 15 Jun 2023 07:00:00 GMT",La Prensa de Honduras,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmxhcHJlbnNhLmhuL2RlcG9ydGVzL2NhbmFkYS1lc3RhZG9zLXVuaWRvcy1lZXV1LWZlY2hhLWhvcmEtZG9uZGUtdmVyLWxhLWZpbmFsLWRlLW5hdGlvbnMtbGVhZ3VlLWNvbmNhY2FmLUhJMTM5MzQzNzfSAQA?oc=5,"Canadá-EEUU: fecha, hora y dónde ver la final de Nations LeagueLa Prensa de Honduras",CA,es,Nation,canadáeeuu fecha dónde final nation league prensa honduras canadáeeuu fecha dónde final nation leaguela prensa honduras
2595,¿Podría una baja en los precios no ser una buena señal para la economía en EE.UU.? - CNN en Español,"Sun, 18 Feb 2024 14:00:11 GMT",CNN en Español,https://news.google.com/rss/articles/CCAiC0pxblVTU1dBWnJvmAEB?oc=5,¿Podría una baja en los precios no ser una buena señal para la economía en EE.UU.?CNN en EspañolVer cobertura completa en GoogleNoticias,CA,es,Business,¿podría precios buena señal economía español ¿podría precios buena señal economía eeuucnn españolver cobertura completa googlenoticias
2596,Compras en Estados Unidos en el sector minorista caen a inicios de 2024 - Directorio Cubano,"Sun, 18 Feb 2024 22:20:14 GMT",Directorio Cubano,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmRpcmVjdG9yaW9jdWJhbm8uaW5mby91c2EvY29tcHJhcy1lbi1lc3RhZG9zLXVuaWRvcy1lbi1lbC1zZWN0b3ItbWlub3Jpc3RhLWNhZW4tYS1pbmljaW9zLWRlLTIwMjQv0gGqAWh0dHBzOi8vd3d3LmRpcmVjdG9yaW9jdWJhbm8uaW5mby91c2EvY29tcHJhcy1lbi1lc3RhZG9zLXVuaWRvcy1lbi1lbC1zZWN0b3ItbWlub3Jpc3RhLWNhZW4tYS1pbmljaW9zLWRlLTIwMjQvYW1wLz91dG1fc291cmNlPXBsdWdpbiZ1dG1fbWVkaXVtPW5vdGlmaWNhdGlvbiZ1dG1faWQ9NjUyNDE1?oc=5,Compras en Estados Unidos en el sector minorista caen a inicios de 2024Directorio CubanoVentas minoristas EEUU caen con fuerza en enero; peticiones semanales subsidio desempleo disminuyenYahoo FinanzasWall Street Abre Estable Luego De Dato De Ventas Minoristas En EEUUBarron'sVentas minoristas en Estados Unidos sufren fuerte caída en eneroEl Economista,CA,es,Business,compras estados unidos sector minorista inicios directorio cubano compras estados unidos sector minorista inicios 2024directorio cubanoventas minoristas fuerza enero peticiones semanales subsidio desempleo disminuyenyahoo finanzaswall street estable luego ventas minoristas eeuubarronsventas minoristas estados unidos sufren fuerte caída eneroel economista
2597,"Precio del dólar domingo 18 de febrero, así amaneció el tipo de cambio - Mi Bolsillo","Sun, 18 Feb 2024 14:28:49 GMT",Mi Bolsillo,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3Lm1pYm9sc2lsbG8uY29tL25vdGljaWFzL1ByZWNpby1kZWwtZG9sYXItZG9taW5nby0xOC1kZS1mZWJyZXJvLWFzaS1hbWFuZWNpby1lbC10aXBvLWRlLWNhbWJpby0yMDI0MDIxOC0wMDAxLmh0bWzSAQA?oc=5,"Precio del dólar domingo 18 de febrero, así amaneció el tipo de cambioMi BolsilloEl Peso mexicano se desploma, El Dólar remonta ante la preocupación por la inflación estadounidenseFXStreet Spanish siteDólar hoy: Superpeso se desploma con fuerza; así cotiza el dólar para el viernes 16 de febrero de 2024EL INFORMADORPrecio del dólar hoy 16 de febrero de 2024: El peso pierde terrenoEl EconomistaPeso avanza ligeramente tras datos económicos de Estados UnidosForbes México ",CA,es,Business,precio dólar domingo febrero amaneció cambio bolsillo precio dólar domingo febrero amaneció cambiomi bolsilloel mexicano desploma dólar remonta preocupación inflación estadounidensefxstreet spanish sitedólar superpeso desploma fuerza cotiza dólar viernes febrero 2024el informadorprecio dólar febrero pierde terrenoel economistapeso avanza ligeramente datos económicos estados unidosforbes méxico
